,id,sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_desc,time_in_custody_in_days,time_in_jail_in_days,African-American_race,Asian_race,Hispanic_race,Native American_race,Other_race,Felony_c_charge_degree,High_score_text,Low_score_text,High_v_score_text
2298,3508,0,20,0,0,0,0,0.471343537583306,1.0,0.0,1,0,0,0,0,1,0,0,0
6691,10244,1,47,0,0,0,5,0.4711053847741047,2.0,0.0,0,0,0,0,1,0,0,1,0
5135,7852,1,28,0,0,0,3,0.4391918395352028,1.0,0.0,0,0,0,0,0,0,0,0,0
6665,10209,1,38,0,0,0,8,0.4391918395352028,0.0,0.0,0,0,0,0,0,1,0,1,0
1989,3032,1,32,0,0,1,8,0.5743903491748831,39.0,4.0,1,0,0,0,0,1,0,1,0
453,691,1,26,0,0,0,1,0.3789268871010585,13.0,13.0,1,0,0,0,0,0,0,0,0
1116,1714,1,27,0,0,0,1,0.4743839107769999,230.0,229.0,0,0,0,0,0,1,1,0,1
5890,9023,1,56,0,0,0,1,0.3789268871010585,4.0,3.0,0,0,0,0,0,0,0,1,0
1230,1886,1,60,0,0,0,12,0.5178204111103699,2.0,1.0,1,0,0,0,0,1,0,1,0
4536,6960,0,31,0,0,0,0,0.2527833130815687,2.0,2.0,1,0,0,0,0,1,0,1,0
2552,3904,0,59,0,0,0,0,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
1666,2544,1,44,0,0,0,13,0.6627689486123953,1.0,16.0,0,0,0,0,0,1,1,0,1
1966,2993,1,20,1,0,0,2,0.4391918395352028,156.0,21.0,0,0,1,0,0,1,1,0,1
3692,5664,0,33,0,0,0,2,0.4014118502530039,0.0,0.0,1,0,0,0,0,1,0,1,0
3893,5960,1,55,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,0,0,0,0,0,1,0
5947,9116,1,50,0,0,0,2,0.1077017448773867,1.0,0.0,0,0,1,0,0,0,0,1,0
2244,3426,1,25,0,1,0,21,0.4391918395352028,16.0,2.0,1,0,0,0,0,1,1,0,1
4515,6927,1,43,0,0,0,1,0.3789268871010585,5.0,5.0,1,0,0,0,0,0,0,0,0
3884,5947,1,40,0,0,0,2,0.4391918395352028,2.0,1.0,0,0,0,0,0,0,0,1,0
3576,5483,1,44,0,0,0,5,0.4391918395352028,7.0,6.0,0,0,0,0,0,1,0,1,0
3760,5760,1,38,0,0,0,0,0.4041568739847461,1.0,0.0,0,0,0,0,0,0,0,1,0
6232,9547,1,26,0,0,0,0,0.1077017448773867,1.0,1.0,0,0,0,0,0,0,0,1,0
4774,7310,1,34,0,0,0,5,0.6003440908766216,16.0,1.0,0,0,0,0,0,1,0,1,0
721,1099,1,21,0,0,0,1,0.4391918395352028,1.0,0.0,0,0,0,0,0,1,0,1,0
4125,6319,1,23,0,0,0,2,0.5323850226964747,8.0,7.0,1,0,0,0,0,0,1,0,1
4901,7490,0,31,0,0,0,1,0.4391918395352028,1.0,0.0,1,0,0,0,0,0,0,0,0
3307,5079,1,26,0,0,0,3,0.5176994494023028,1.0,1.0,0,0,0,0,0,0,0,1,0
846,1283,1,21,0,1,1,1,1.0045927783751087,58.0,2.0,1,0,0,0,0,1,1,0,0
5263,8056,1,36,0,0,0,1,0.2704275238757435,0.0,0.0,1,0,0,0,0,0,0,1,0
4407,6749,0,24,0,0,0,0,0.4711053847741047,8.0,0.0,0,0,0,0,0,0,1,0,0
775,1179,1,37,0,0,0,4,0.5178204111103699,1.0,1.0,1,0,0,0,0,1,0,1,0
60,88,1,63,0,0,0,10,0.501869102389056,36.0,35.0,1,0,0,0,0,0,0,0,0
1674,2560,1,21,0,0,0,0,0.6674242030786194,23.0,0.0,0,0,0,0,0,1,1,0,0
3791,5811,1,22,0,0,0,1,0.471343537583306,6.0,6.0,1,0,0,0,0,1,0,0,0
806,1227,1,36,0,0,0,11,0.4391918395352028,3.0,78.0,0,0,1,0,0,1,0,0,0
4551,6986,1,36,0,0,0,1,0.5323850226964747,4.0,3.0,0,0,1,0,0,0,0,0,0
5393,8250,1,20,1,1,1,6,0.4391918395352028,1.0,60.0,1,0,0,0,0,1,1,0,1
1646,2520,1,29,0,0,0,5,0.3772786287250498,14.0,13.0,1,0,0,0,0,1,0,1,0
1466,2258,0,21,0,0,0,0,0.471343537583306,1.0,0.0,0,0,0,0,0,1,0,0,0
3971,6080,1,25,0,0,0,1,0.3789268871010585,1504.0,1.0,1,0,0,0,0,0,0,1,0
3424,5258,1,55,0,0,0,3,0.50899549296254,1.0,1.0,0,0,0,0,0,0,0,1,0
6041,9254,1,33,0,0,0,3,0.5178204111103699,0.0,0.0,1,0,0,0,0,1,0,1,0
4517,6931,1,31,0,0,0,0,0.24300747643372,4.0,3.0,1,0,0,0,0,0,0,1,0
925,1422,0,27,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,1,0,0,0,0,1,0
5741,8783,1,57,0,0,0,11,0.6760766959624152,320.0,320.0,1,0,0,0,0,1,0,0,0
760,1158,1,55,0,0,0,18,0.4391918395352028,7.0,37.0,0,0,0,0,0,1,0,1,0
4972,7597,1,31,0,0,0,0,0.3789268871010585,1.0,1.0,0,0,0,0,1,0,0,1,0
395,602,1,36,0,0,0,14,0.6736042348311453,1.0,0.0,1,0,0,0,0,1,0,0,0
91,139,1,21,0,0,0,1,0.471343537583306,98.0,3.0,0,0,0,0,1,1,0,0,0
6351,9733,1,21,0,0,0,0,0.471343537583306,1.0,4.0,1,0,0,0,0,1,0,1,0
5950,9123,1,39,0,0,0,1,0.3664433400308426,1.0,0.0,0,0,0,0,0,1,0,1,0
6811,10423,1,28,0,0,0,2,0.5690891382231129,42.0,42.0,0,0,0,0,0,1,0,1,0
6429,9844,1,51,0,0,0,2,0.471343537583306,123.0,63.0,0,0,0,0,0,1,0,1,0
5507,8423,1,27,0,0,1,0,0.2779359765165556,0.0,0.0,1,0,0,0,0,1,0,1,0
3073,4703,1,25,0,0,0,0,0.4968077795161603,1.0,0.0,0,0,1,0,0,1,0,1,0
1582,2430,1,54,0,0,0,8,0.6003440908766216,13.0,0.0,1,0,0,0,0,1,0,1,0
6278,9621,1,53,0,0,0,0,0.24300747643372,11.0,11.0,0,0,0,0,0,1,0,1,0
6366,9752,0,19,0,0,0,1,0.4391918395352028,2.0,2.0,1,0,0,0,0,1,0,1,0
4101,6278,0,30,0,0,0,0,0.3373114321423373,0.0,0.0,1,0,0,0,0,1,0,1,0
3110,4765,1,45,0,0,0,3,0.4288851389791691,1.0,1.0,0,0,0,0,0,1,0,1,0
7104,10886,0,39,0,0,0,1,0.4391918395352028,117.0,2.0,1,0,0,0,0,1,0,0,0
5862,8972,0,27,0,0,0,1,0.3789268871010585,1.0,16.0,1,0,0,0,0,0,0,0,0
1881,2867,1,25,0,0,0,0,0.2733723583322921,0.0,0.0,0,0,0,0,0,1,0,1,0
4627,7101,0,24,0,0,0,0,0.4135571094738751,11.0,0.0,0,0,0,0,0,1,0,0,0
1863,2842,1,22,0,0,0,0,0.6632150983387487,97.0,71.0,1,0,0,0,0,1,0,1,0
6243,9563,1,22,0,0,0,1,0.2507473398828011,31.0,11.0,0,0,0,0,0,1,0,0,0
1065,1643,1,26,0,0,0,0,0.293919352725372,0.0,0.0,0,0,0,0,0,1,0,1,0
615,945,1,26,0,0,0,6,0.4711053847741047,0.0,0.0,1,0,0,0,0,0,1,0,1
4533,6955,1,21,0,0,0,2,0.6003440908766216,1.0,18.0,1,0,0,0,0,1,1,0,1
4229,6481,0,23,0,0,0,0,0.3789268871010585,15.0,1.0,1,0,0,0,0,0,0,1,0
3503,5379,1,27,0,1,0,11,0.5686891713440554,2.0,4.0,1,0,0,0,0,1,1,0,0
4376,6697,1,39,0,0,0,0,0.3789268871010585,2.0,1.0,0,0,0,0,0,0,0,0,0
1405,2159,1,52,0,0,0,2,0.4044953482028185,1.0,1.0,0,0,0,0,0,0,0,1,0
1631,2501,1,22,0,0,0,0,0.5070136744078003,1.0,1.0,1,0,0,0,0,1,0,1,0
3037,4655,1,31,0,0,0,10,0.4711053847741047,0.0,0.0,0,0,0,0,0,0,1,0,0
5599,8572,1,26,0,0,0,2,0.4711053847741047,2.0,2.0,1,0,0,0,0,0,0,0,0
2745,4195,0,31,0,0,0,0,0.3789268871010585,128.0,1.0,1,0,0,0,0,0,0,0,0
5296,8111,1,27,0,0,0,4,1.0016194360980517,37.0,34.0,1,0,0,0,0,1,1,0,0
2017,3081,1,30,0,0,1,3,0.5315615164080014,1.0,0.0,1,0,0,0,0,1,0,1,0
2303,3516,1,28,0,0,0,1,0.54244724459776,5.0,1.0,0,0,0,0,1,1,0,1,0
4754,7281,1,38,0,0,0,0,0.2072635172024184,1.0,0.0,0,0,0,0,0,0,0,1,0
4394,6729,0,38,0,0,0,0,0.3143916266572755,25.0,25.0,0,0,1,0,0,1,0,1,0
4020,6152,1,26,0,0,0,0,0.3789268871010585,2.0,2.0,1,0,0,0,0,0,0,1,0
6336,9712,1,26,0,0,0,2,0.5708957833948396,1.0,0.0,1,0,0,0,0,1,0,1,0
4637,7114,1,22,0,0,0,0,0.5215402118248503,55.0,1.0,1,0,0,0,0,1,0,1,0
4061,6208,1,25,0,0,0,1,0.6003440908766216,0.0,0.0,1,0,0,0,0,1,0,0,0
5792,8861,1,31,0,0,0,0,0.6003440908766216,2.0,1.0,1,0,0,0,0,0,1,0,0
4157,6372,1,26,0,0,0,4,0.5722961746655482,16.0,45.0,1,0,0,0,0,1,0,0,0
2774,4247,1,25,0,0,1,3,-0.0072017118221182,8.0,7.0,1,0,0,0,0,0,0,0,0
1352,2083,1,19,1,0,0,2,0.4391918395352028,13.0,14.0,1,0,0,0,0,1,1,0,1
1973,3005,1,21,0,0,0,1,0.4391918395352028,8.0,7.0,1,0,0,0,0,1,0,0,0
203,306,1,26,0,0,0,2,0.5708957833948396,18.0,1.0,1,0,0,0,0,1,1,0,1
814,1237,1,32,0,0,0,0,0.5176994494023028,1.0,0.0,1,0,0,0,0,0,0,0,0
6539,10015,1,43,1,0,0,8,0.4391918395352028,39.0,38.0,1,0,0,0,0,1,0,1,0
4489,6885,0,28,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,0,0,1,0,0,1,0
2175,3333,1,39,0,0,0,3,0.4391918395352028,25.0,1.0,0,0,0,0,0,1,0,1,0
3256,4996,1,27,0,0,0,1,0.5021272435076666,1.0,1.0,0,0,0,0,0,1,0,1,0
965,1488,1,32,0,1,0,5,0.3789268871010585,0.0,0.0,1,0,0,0,0,0,0,1,0
6989,10685,0,28,0,0,0,1,0.5267769160164757,1.0,0.0,1,0,0,0,0,1,0,1,0
2916,4464,1,37,0,0,0,3,0.3789268871010585,2.0,1.0,1,0,0,0,0,0,0,1,0
2817,4319,1,56,0,0,0,2,0.2792505264821101,3.0,2.0,0,0,0,0,0,1,0,1,0
6636,10165,1,28,0,0,0,5,0.4391918395352028,3.0,3.0,1,0,0,0,0,1,0,1,0
3910,5984,1,34,0,0,0,4,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
1059,1634,1,44,0,0,0,3,0.6003440908766216,0.0,0.0,0,0,0,0,0,1,0,1,0
565,869,1,44,0,0,0,11,0.3789268871010585,180.0,180.0,0,0,0,0,0,0,0,1,0
654,1002,1,22,0,1,0,3,0.4391918395352028,1.0,0.0,1,0,0,0,0,1,0,0,0
2383,3646,1,31,0,0,0,11,0.798467289379897,52.0,11.0,0,0,0,0,0,1,0,0,1
359,538,1,29,0,0,1,2,0.3789268871010585,1.0,50.0,1,0,0,0,0,0,0,1,0
4431,6788,1,61,0,0,0,12,0.5686891713440554,242.0,241.0,1,0,0,0,0,1,0,1,0
1488,2289,0,20,0,1,1,3,0.3789268871010585,36.0,0.0,0,0,0,0,0,0,1,0,1
2306,3521,1,19,0,1,0,1,0.4391918395352028,52.0,0.0,1,0,0,0,0,1,1,0,1
179,269,1,56,0,0,0,0,0.6003440908766216,1.0,1.0,0,0,0,0,0,1,0,1,0
2110,3234,1,39,0,0,0,8,0.24300747643372,1.0,1.0,0,0,0,0,0,1,0,1,0
5867,8981,1,22,0,0,0,2,0.5257164044876839,9.0,0.0,0,0,0,0,0,0,0,1,0
4546,6979,1,28,0,0,0,1,0.3789268871010585,1.0,1.0,0,0,0,0,0,0,0,1,0
5364,8209,1,28,0,0,0,9,0.2733723583322921,37.0,36.0,0,1,0,0,0,1,1,0,0
4419,6771,1,53,0,0,0,4,0.6003440908766216,2.0,1.0,1,0,0,0,0,1,0,0,0
1068,1646,1,47,0,0,0,0,0.2072635172024184,1.0,1.0,0,0,1,0,0,0,0,1,0
6628,10148,1,31,0,0,0,11,0.3789268871010585,0.0,1.0,1,0,0,0,0,0,0,0,0
6219,9531,1,26,0,0,0,5,0.4391918395352028,25.0,0.0,0,0,1,0,0,1,1,0,1
936,1439,1,20,0,0,0,0,0.4968077795161603,1.0,1.0,0,0,0,0,0,1,0,1,0
323,481,1,53,0,0,0,6,0.4391918395352028,174.0,174.0,0,0,0,0,0,1,0,1,0
592,906,0,24,0,0,1,0,0.4686311523061437,1.0,0.0,0,0,0,0,0,1,0,0,0
5101,7796,1,30,0,0,0,2,0.3946398212577828,1.0,0.0,1,0,0,0,0,1,1,0,0
354,530,1,21,0,0,0,2,0.4391918395352028,3.0,2.0,0,0,0,0,0,1,0,0,0
2651,4054,1,22,0,0,0,0,0.4968077795161603,1.0,0.0,1,0,0,0,0,1,0,1,0
2902,4444,0,25,0,0,0,2,0.4907786397224614,181.0,181.0,0,0,0,0,0,1,1,0,1
938,1443,1,45,0,0,0,0,0.4910763726008762,82.0,1.0,1,0,0,0,0,1,0,0,0
2365,3619,1,39,0,0,0,4,0.471343537583306,14.0,6.0,1,0,0,0,0,1,0,1,0
5921,9076,0,31,0,0,0,1,0.3789268871010585,2.0,1.0,1,0,0,0,0,0,0,1,0
5202,7966,1,33,1,0,0,12,0.580654516840364,1805.0,1.0,1,0,0,0,0,1,1,0,0
3164,4853,0,65,0,0,0,1,0.4213248724413568,0.0,1.0,0,0,0,0,0,0,0,1,0
3636,5573,0,33,0,0,0,1,0.4391918395352028,85.0,84.0,0,0,0,0,0,1,0,0,0
2158,3310,1,31,0,1,0,1,0.4711053847741047,37.0,1.0,0,0,1,0,0,0,0,1,0
5561,8505,1,24,0,0,0,2,0.3789268871010585,2.0,2.0,1,0,0,0,0,0,1,0,1
6231,9545,1,55,0,0,0,5,0.6003440908766216,301.0,300.0,1,0,0,0,0,1,0,1,0
3019,4626,0,24,0,0,0,1,0.471343537583306,0.0,0.0,0,0,0,0,0,1,0,0,0
5949,9120,1,20,1,0,0,1,0.4391918395352028,3.0,2.0,1,0,0,0,0,1,0,0,1
5860,8970,1,69,0,0,0,0,0.2704275238757435,2.0,2.0,0,0,0,0,0,0,0,1,0
5425,8292,1,28,0,1,1,12,0.6003440908766216,76.0,76.0,1,0,0,0,0,1,1,0,0
2547,3897,1,30,0,0,0,0,0.4088809184844745,1.0,0.0,0,0,0,0,0,1,0,1,0
1618,2485,0,31,0,0,0,2,0.5407152345120689,5.0,1.0,1,0,0,0,0,1,0,1,0
1791,2724,1,69,0,0,0,6,0.5178204111103699,9.0,1.0,0,0,0,0,0,1,0,1,0
882,1344,1,51,0,0,0,3,0.471343537583306,1.0,1.0,1,0,0,0,0,1,0,1,0
4622,7095,1,26,0,0,0,1,0.3646630927902778,1.0,1.0,0,0,1,0,0,0,0,0,0
1309,2024,0,51,0,0,0,5,0.4391918395352028,33.0,32.0,0,0,0,0,0,1,0,0,0
5114,7817,1,27,0,0,0,0,0.2704275238757435,1.0,0.0,0,0,1,0,0,0,0,1,0
6981,10673,0,29,0,1,0,7,0.24300747643372,2.0,1.0,1,0,0,0,0,1,0,0,0
3279,5043,1,23,0,0,1,0,0.4088809184844745,19.0,18.0,0,0,0,0,0,1,1,0,1
4350,6659,1,21,0,0,0,0,0.5407152345120689,3.0,3.0,1,0,0,0,0,1,0,0,1
1756,2676,1,32,0,0,0,2,0.4916747107215178,1.0,0.0,0,0,0,0,0,1,0,1,0
3443,5282,1,27,0,0,0,0,0.5178204111103699,0.0,0.0,0,0,0,0,0,1,1,0,1
2882,4419,0,20,0,0,0,0,0.471343537583306,3.0,0.0,0,0,0,0,0,1,0,1,0
2857,4385,1,27,0,0,0,3,0.3789268871010585,50.0,12.0,1,0,0,0,0,0,0,1,0
4697,7202,1,32,0,0,0,2,0.4391918395352028,563.0,0.0,1,0,0,0,0,1,1,0,1
803,1222,1,30,0,0,0,17,0.4391918395352028,132.0,4.0,1,0,0,0,0,1,1,0,0
5381,8231,1,28,0,0,0,6,0.5802334606260044,1.0,0.0,1,0,0,0,0,1,0,1,0
4257,6520,0,26,0,0,0,1,0.4391918395352028,1.0,1.0,1,0,0,0,0,1,0,0,0
2841,4358,0,64,0,0,0,0,0.5407152345120689,1.0,0.0,0,0,0,0,1,1,0,1,0
6016,9221,1,22,0,0,0,3,0.6003440908766216,10.0,2.0,0,0,0,0,0,1,0,0,0
3700,5672,1,37,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,0,0,1,0,0,1,0
576,884,1,66,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,0,0,0,0,0,1,0
3539,5431,0,43,0,0,0,3,0.5323850226964747,1.0,1.0,0,0,0,0,0,0,0,1,0
3414,5243,1,23,0,0,0,0,0.4686311523061437,1.0,14.0,1,0,0,0,0,1,1,0,0
1551,2388,1,26,0,0,0,0,0.5475313064458028,1.0,0.0,0,0,0,0,1,1,0,0,0
972,1501,1,42,0,0,0,0,0.4213248724413568,0.0,0.0,0,0,0,0,0,0,0,1,0
330,495,0,36,0,0,0,0,0.2527833130815687,12.0,12.0,1,0,0,0,0,1,0,0,0
7013,10729,1,33,0,0,0,0,0.4014118502530039,2.0,0.0,1,0,0,0,0,1,0,1,0
1301,2006,1,22,0,0,0,0,0.5894109700044979,51.0,0.0,1,0,0,0,0,1,1,0,1
6685,10235,1,22,0,0,0,1,0.5070136744078003,5.0,4.0,1,0,0,0,0,1,1,0,0
2842,4360,1,51,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,0,0,0,0,0,1,0
2886,4426,0,43,0,0,0,0,0.5407152345120689,3.0,0.0,0,0,0,0,0,0,0,1,0
5584,8544,1,29,0,0,0,0,0.3789268871010585,6.0,0.0,0,0,0,0,0,0,0,1,0
4321,6613,1,26,0,0,0,2,0.4686311523061437,11.0,8.0,1,0,0,0,0,1,0,1,0
5936,9096,1,25,0,0,0,5,0.5743903491748831,339.0,36.0,1,0,0,0,0,1,0,0,0
3332,5123,1,31,0,0,0,3,0.4350272801930294,1.0,15.0,1,0,0,0,0,1,0,1,0
5238,8022,1,24,0,0,0,3,0.9998290312798834,1.0,0.0,1,0,0,0,0,1,0,0,0
3020,4627,1,69,0,0,0,0,0.1663708268984129,16.0,0.0,0,0,0,0,0,0,0,1,0
749,1143,1,20,0,0,1,0,0.6003440908766216,1.0,7.0,1,0,0,0,0,1,0,0,1
3354,5152,1,26,0,0,0,1,0.4391918395352028,57.0,57.0,1,0,0,0,0,1,1,0,1
4701,7206,1,37,0,0,0,6,0.54244724459776,2.0,1.0,0,0,1,0,0,1,0,1,0
6843,10464,1,71,0,0,0,3,0.2704275238757435,7.0,0.0,0,0,0,0,0,0,0,1,0
2756,4219,1,35,0,0,0,0,0.5690891382231129,1.0,0.0,1,0,0,0,0,1,0,1,0
6590,10086,0,44,0,0,0,3,1.0016194360980517,11.0,11.0,0,0,0,0,0,1,0,1,0
2210,3384,1,21,0,1,1,1,0.6849587909234305,5.0,12.0,0,0,0,0,0,1,1,0,1
1055,1629,1,27,0,0,0,2,0.3143916266572755,21.0,20.0,1,0,0,0,0,1,0,0,0
4094,6260,1,30,0,0,0,1,0.4916747107215178,5.0,33.0,0,0,0,0,0,1,1,0,0
1385,2131,1,36,0,0,0,0,0.5178204111103699,1.0,1.0,1,0,0,0,0,1,1,0,0
4132,6328,0,68,0,0,0,5,0.6003440908766216,1.0,0.0,1,0,0,0,0,1,0,1,0
3378,5183,1,24,0,0,0,1,0.3789268871010585,2.0,2.0,1,0,0,0,0,0,0,1,0
3169,4864,0,30,0,1,0,4,0.6003440908766216,31.0,1.0,1,0,0,0,0,1,0,0,0
6090,9324,0,28,0,0,0,2,0.6003440908766216,13.0,0.0,0,0,0,0,0,1,0,0,0
2073,3174,1,21,0,0,0,0,0.5475313064458028,1.0,6.0,0,0,0,0,1,1,0,0,1
5987,9178,0,33,0,0,0,3,0.4044953482028185,3.0,4.0,1,0,0,0,0,0,0,1,0
5473,8373,1,66,0,0,0,2,0.5323850226964747,57.0,56.0,0,0,0,0,0,0,0,1,0
5812,8891,1,56,0,0,0,17,0.8352334663617329,23.0,23.0,0,0,0,0,0,1,0,1,0
1240,1904,1,32,0,0,0,1,0.54244724459776,0.0,0.0,1,0,0,0,0,1,0,1,0
5365,8210,0,29,0,0,0,1,0.2812364050932372,15.0,15.0,1,0,0,0,0,1,0,1,0
6284,9629,0,24,0,0,0,7,0.471343537583306,1.0,1.0,1,0,0,0,0,1,1,0,0
4110,6292,1,56,0,0,0,3,0.4391918395352028,15.0,14.0,1,0,0,0,0,0,0,1,0
4445,6809,1,29,0,0,0,0,0.5178204111103699,1.0,1.0,1,0,0,0,0,1,0,0,0
392,599,1,33,0,0,0,3,0.3789268871010585,0.0,0.0,0,0,0,0,0,0,0,1,0
4692,7196,1,53,0,0,0,6,0.4391918395352028,1.0,0.0,1,0,0,0,0,1,0,1,0
675,1031,0,34,0,0,1,15,0.471343537583306,101.0,3.0,0,0,0,0,0,1,1,0,0
1186,1827,1,25,0,0,0,5,0.4391918395352028,57.0,57.0,1,0,0,0,0,1,0,0,0
6655,10194,1,23,1,0,0,5,0.5215402118248503,1.0,1.0,1,0,0,0,0,1,1,0,0
196,297,0,23,0,0,0,1,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
2338,3571,1,30,0,0,0,1,0.4248071395230975,1.0,0.0,0,0,0,0,0,0,1,0,0
3127,4794,1,28,0,0,0,9,0.5028621680074172,53.0,53.0,1,0,0,0,0,1,0,0,0
6186,9476,0,30,0,0,0,3,0.54244724459776,1.0,0.0,1,0,0,0,0,1,0,1,0
538,830,1,21,0,0,0,0,0.471343537583306,214.0,0.0,0,0,1,0,0,1,0,0,1
6545,10022,1,31,0,1,0,6,0.3789268871010585,49.0,48.0,1,0,0,0,0,0,0,0,1
1319,2040,1,39,0,0,0,3,0.4391918395352028,14.0,13.0,0,0,1,0,0,1,0,1,0
5697,8723,1,37,0,0,0,9,0.580654516840364,177.0,2.0,0,0,1,0,0,1,0,0,0
1436,2208,1,32,0,0,0,2,0.5178204111103699,2.0,1.0,1,0,0,0,0,1,0,0,0
3860,5912,1,42,0,0,0,1,0.4391918395352028,118.0,118.0,0,0,1,0,0,1,0,1,0
1585,2437,1,28,0,0,0,3,0.4391918395352028,0.0,0.0,0,0,0,0,1,1,0,1,0
6999,10700,1,36,1,1,0,14,0.6003440908766216,2.0,2.0,1,0,0,0,0,1,1,0,1
4661,7151,1,42,0,1,0,5,0.4391918395352028,0.0,0.0,1,0,0,0,0,1,1,0,0
1530,2355,1,20,0,0,0,0,0.3789268871010585,1.0,2.0,1,0,0,0,0,0,0,1,0
3729,5719,1,21,0,1,1,1,0.5315615164080014,17.0,0.0,1,0,0,0,0,1,0,0,1
4665,7157,1,27,0,0,0,1,0.3789268871010585,1.0,1.0,0,0,1,0,0,0,0,1,0
1826,2776,1,41,0,0,0,9,0.3789268871010585,33.0,32.0,0,0,0,0,0,0,0,0,0
6319,9685,1,22,0,0,1,0,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,0,0
1870,2852,1,25,0,0,0,0,0.6158406544877275,76.0,1.0,1,0,0,0,0,1,1,0,0
5805,8881,1,40,0,0,0,0,0.6003440908766216,75.0,4.0,1,0,0,0,0,1,1,0,1
6179,9462,1,50,0,0,0,1,0.7091781630513855,40.0,40.0,0,0,0,0,0,0,0,0,0
7040,10779,1,67,0,0,0,1,0.471343537583306,1.0,0.0,0,0,0,0,0,1,0,1,0
134,206,0,29,0,1,0,10,0.471343537583306,38.0,7.0,0,0,0,0,0,1,0,1,0
4364,6683,0,24,0,0,0,3,0.9958022600146827,3.0,2.0,1,0,0,0,0,0,0,0,0
1569,2411,0,39,0,1,0,6,0.471343537583306,1.0,0.0,1,0,0,0,0,1,0,0,0
4922,7524,0,32,0,0,0,0,0.6003440908766216,0.0,0.0,0,0,1,0,0,1,0,1,0
5785,8852,0,23,0,0,0,3,0.3789268871010585,3.0,0.0,1,0,0,0,0,0,0,0,0
1408,2163,1,34,0,0,1,0,0.2823305083459641,6.0,0.0,0,0,0,0,0,1,0,1,0
485,739,1,26,0,0,0,2,0.4391918395352028,0.0,0.0,1,0,0,0,0,0,1,0,0
4503,6908,1,30,0,0,0,21,0.5178204111103699,1.0,0.0,1,0,0,0,0,1,0,0,0
4317,6605,0,22,0,0,0,0,-0.0001577379985317,1.0,0.0,1,0,0,0,0,1,1,0,1
1593,2446,1,23,0,0,0,0,0.4821006283233208,36.0,7.0,0,0,0,0,0,1,0,1,0
1522,2342,0,29,0,0,0,11,0.6003440908766216,1.0,0.0,1,0,0,0,0,1,1,0,0
951,1464,0,24,0,0,0,2,0.6003440908766216,1.0,0.0,0,0,1,0,0,1,0,0,0
6800,10408,1,30,0,0,0,0,0.3789268871010585,1.0,1.0,0,0,1,0,0,0,0,1,0
2592,3975,1,28,0,0,0,1,0.4184397546311481,1.0,0.0,0,0,0,0,0,0,0,1,0
1228,1883,1,40,0,0,0,0,0.4988974561657021,0.0,0.0,0,0,1,0,0,0,0,1,0
818,1241,1,34,0,0,0,1,1.0098900245848297,154.0,0.0,0,0,0,0,0,0,0,1,0
4146,6354,0,61,0,0,0,8,0.4743839107769999,50.0,30.0,0,0,0,0,0,1,0,1,0
6006,9207,1,25,0,0,0,1,0.3789268871010585,0.0,0.0,1,0,0,0,0,0,0,1,0
2222,3398,1,21,1,1,1,3,0.668038283327083,44.0,0.0,1,0,0,0,0,1,1,0,1
3525,5410,0,39,0,0,0,0,0.471343537583306,1.0,1.0,0,0,0,0,1,1,0,1,0
6652,10188,1,31,0,0,0,3,0.3789268871010585,0.0,0.0,0,0,0,0,0,0,0,1,0
5070,7742,1,34,0,0,0,5,0.54244724459776,17.0,1.0,0,0,1,0,0,1,0,0,0
3906,5977,1,21,0,0,1,1,0.6849587909234305,42.0,41.0,1,0,0,0,0,1,1,0,1
652,1000,1,31,0,0,0,23,1.0016194360980517,34.0,55.0,1,0,0,0,0,1,1,0,1
920,1410,1,27,0,0,0,1,0.4391918395352028,7.0,3.0,1,0,0,0,0,1,0,1,0
4418,6769,0,40,0,0,0,0,0.6003440908766216,0.0,0.0,0,0,0,0,0,1,0,1,0
2335,3566,1,22,0,0,0,1,0.471343537583306,2.0,1.0,0,0,0,0,0,1,1,0,1
4789,7328,1,32,0,0,0,6,0.3680063572924454,35.0,34.0,1,0,0,0,0,1,0,0,0
988,1529,0,38,0,1,0,8,0.3789268871010585,867.0,0.0,1,0,0,0,0,0,0,0,0
1430,2197,1,26,1,0,0,7,0.4391918395352028,56.0,38.0,1,0,0,0,0,1,1,0,0
960,1482,0,23,0,0,0,6,0.3646630927902778,18.0,17.0,1,0,0,0,0,0,0,0,0
3124,4789,1,37,0,0,0,10,0.4581791954731591,242.0,0.0,1,0,0,0,0,1,0,0,0
6125,9377,1,61,0,0,0,0,0.4391918395352028,1.0,0.0,0,0,1,0,0,1,0,1,0
3119,4778,1,67,0,0,0,0,0.471343537583306,1.0,24.0,0,0,0,0,0,1,0,1,0
4499,6900,1,30,0,0,0,1,0.5475313064458028,1.0,132.0,1,0,0,0,0,1,0,1,0
